Name,Shape,Level,School,Effect
Opaque Defense Peridot +35,Square,75,Any,+35 Myth Flat Resistance
Opaque Defense Peridot +34,Square,75,Any,+34 Myth Flat Resistance
Opaque Defense Peridot +33,Square,75,Any,+33 Myth Flat Resistance
Opaque Defense Opal +18,Square,75,Any,+18 Global Flat Resistance
Opaque Defense Opal +17,Square,75,Any,+17 Global Flat Resistance
Opaque Defense Onyx +36,Square,75,Any,+36 Death Flat Resistance
Opaque Defense Onyx +35,Square,75,Any,+35 Death Flat Resistance
Opaque Defense Onyx +34,Square,75,Any,+34 Death Flat Resistance
Opaque Defense Onyx +33,Square,75,Any,+33 Death Flat Resistance
Opaque Defense Jade +36,Square,75,Any,+36 Life Flat Resistance
Opaque Defense Jade +35,Square,75,Any,+35 Life Flat Resistance
Opaque Defense Jade +34,Square,75,Any,+34 Life Flat Resistance
Opaque Defense Jade +33,Square,75,Any,+33 Life Flat Resistance
Opaque Defense Hematite +36,Square,75,Any,+36 Shadow Flat Resistance
Opaque Defense Citrine +36,Square,75,Any,+36 Balance Flat Resistance
Opaque Defense Citrine +35,Square,75,Any,+35 Balance Flat Resistance
Opaque Defense Citrine +34,Square,75,Any,+34 Balance Flat Resistance
Opaque Defense Citrine +33,Square,75,Any,+33 Balance Flat Resistance
Opaque Defense Amethyst +36,Square,75,Any,+36 Storm Flat Resistance
Opaque Defense Amethyst +35,Square,75,Any,+35 Storm Flat Resistance
Opaque Defense Amethyst +34,Square,75,Any,+34 Storm Flat Resistance
Opaque Defense Amethyst +33,Square,75,Any,+33 Storm Flat Resistance
Opaque Damage Sapphire +18,Circle,75,Any,+18 Ice Flat Damage
Opaque Damage Sapphire +17,Circle,75,Any,+17 Ice Flat Damage
Opaque Damage Ruby +18,Circle,75,Any,+18 Fire Flat Damage
Opaque Damage Ruby +17,Circle,75,Any,+17 Fire Flat Damage
Opaque Damage Peridot +18,Circle,75,Any,+18 Myth Flat Damage
Opaque Damage Peridot +17,Circle,75,Any,+17 Myth Flat Damage
Opaque Damage Opal +9,Circle,75,Any,+9 Global Flat Damage
Opaque Damage Opal +7,Circle,75,Any,+7 Global Flat Damage
Opaque Damage Onyx +18,Circle,75,Any,+18 Death Flat Damage
Opaque Damage Onyx +17,Circle,75,Any,+17 Death Flat Damage
Opaque Damage Jade +18,Circle,75,Any,+18 Life Flat Damage
Opaque Damage Jade +17,Circle,75,Any,+17 Life Flat Damage
Opaque Damage Citrine +18,Circle,75,Any,+18 Balance Flat Damage
Opaque Damage Citrine +17,Circle,75,Any,+17 Balance Flat Damage
Opaque Damage Amethyst +18,Circle,75,Any,+18 Storm Flat Damage
Opaque Damage Amethyst +17,Circle,75,Any,+17 Storm Flat Damage
Opaque Critical Sapphire +8,Circle,75,Any,+8 Ice Critical Rating
Opaque Critical Sapphire +7,Circle,75,Any,+7 Ice Critical Rating
Opaque Critical Ruby +8,Circle,75,Any,+8 Fire Critical Rating
Opaque Critical Ruby +7,Circle,75,Any,+7 Fire Critical Rating
Opaque Critical Peridot +8,Circle,75,Any,+8 Myth Critical Rating
Opaque Critical Peridot +7,Circle,75,Any,+7 Myth Critical Rating
Opaque Critical Opal +4,Circle,75,Any,+4 Global Critical Rating
Opaque Critical Onyx +8,Circle,75,Any,+8 Death Critical Rating
Opaque Critical Onyx +7,Circle,75,Any,+7 Death Critical Rating
Opaque Critical Jade +8,Circle,75,Any,+8 Life Critical Rating
Opaque Critical Jade +7,Circle,75,Any,+7 Life Critical Rating
Opaque Critical Citrine +8,Circle,75,Any,+8 Balance Critical Rating
Opaque Critical Citrine +7,Circle,75,Any,+7 Balance Critical Rating
Opaque Critical Amethyst +8,Circle,75,Any,+8 Storm Critical Rating
Opaque Critical Amethyst +7,Circle,75,Any,+7 Storm Critical Rating
Opaque Blocking Sapphire +8,Square,75,Any,+8 Ice Critical Block Rating
Opaque Blocking Sapphire +7,Square,75,Any,+7 Ice Critical Block Rating
Opaque Blocking Ruby +8,Square,75,Any,+8 Fire Critical Block Rating
Opaque Blocking Ruby +7,Square,75,Any,+7 Fire Critical Block Rating
Opaque Blocking Peridot +8,Square,75,Any,+8 Myth Critical Block Rating
Opaque Blocking Peridot +7,Square,75,Any,+7 Myth Critical Block Rating
Opaque Blocking Opal +4,Square,75,Any,+4 Global Critical Block Rating
Opaque Blocking Onyx +8,Square,75,Any,+8 Death Critical Block Rating
Opaque Blocking Onyx +7,Square,75,Any,+7 Death Critical Block Rating
Opaque Blocking Jade +8,Square,75,Any,+8 Life Critical Block Rating
Opaque Blocking Jade +7,Square,75,Any,+7 Life Critical Block Rating
Opaque Blocking Citrine +8,Square,75,Any,+8 Balance Critical Block Rating
Opaque Blocking Citrine +7,Square,75,Any,+7 Balance Critical Block Rating
Opaque Blocking Amethyst +8,Square,75,Any,+8 Storm Critical Block Rating
Opaque Blocking Amethyst +7,Square,75,Any,+7 Storm Critical Block Rating
Opaque Accurate Sapphire +8%,Triangle,75,Any,+8 Ice Accuracy
Opaque Accurate Ruby +8%,Triangle,75,Any,+8 Fire Accuracy
Opaque Accurate Peridot +8%,Triangle,75,Any,+8 Myth Accuracy
Opaque Accurate Opal +4%,Triangle,75,Any,+4 Global Accuracy
Opaque Accurate Onyx +8%,Triangle,75,Any,+8 Death Accuracy
Opaque Accurate Jade +8%,Triangle,75,Any,+8 Life Accuracy
Opaque Accurate Citrine +8%,Triangle,75,Any,+8 Balance Accuracy
Opaque Accurate Amethyst +8%,Triangle,75,Any,+8 Storm Accuracy
Monstrous Opal,Triangle,75,Any,Gives 1 Monstrous Item Card
Mass Triage Jade,Triangle,75,Any,Gives 1 Mass Triage Item Card
Mass Infection Onyx,Triangle,75,Any,Gives 1 Mass Infection Item Card
Life Trap Jade,Triangle,75,Any,Gives 1 Life Trap Item Card
Ice Trap Sapphire,Triangle,75,Any,Gives 1 Ice Trap Item Card
Glacial Wall Sapphire,Triangle,75,Any,Gives 1 Glacial Wall Item Card
Fire Wall Ruby,Triangle,75,Any,Gives 1 Fire Wall Item Card
Fire Trap Ruby,Triangle,75,Any,Gives 1 Fire Trap Item Card
Enfeeble Amethyst,Triangle,75,Any,Gives 1 Enfeeble Item Card
Energy Wall Jade,Triangle,75,Any,Gives 1 Energy Wall Item Card
Empowerment Opal,Triangle,75,Any,Gives 1 Empowerment Item Card
Elemental Trap Citrine,Triangle,75,Any,Gives 1 Elemental Trap Item Card
Dimension Shift Peridot,Triangle,75,Any,Gives 1 Dimension Shift Item Card
Detonate Ruby,Triangle,75,Any,Gives 1 Detonate Item Card
Death Trap Onyx,Triangle,75,Any,Gives 1 Death Trap Item Card
Cloud Wall Amethyst,Triangle,75,Any,Gives 1 Cloud Wall Item Card
Virulent Plague Onyx,Triangle,65,Any,Gives 1 Virulent Plague Item Card
Vengeance Opal,Triangle,65,Any,Gives 1 Vengeance Item Card
Talos Peridot,Triangle,65,Any,Gives 1 Talos Item Card
Storm Lord Amethyst,Triangle,65,Any,Gives 1 Storm Lord Item Card
Scarecrow Onyx,Triangle,65,Any,Gives 1 Scarecrow Item Card
Rebirth Jade,Triangle,65,Any,Gives 1 Rebirth Item Card
Power Nova Citrine,Triangle,65,Any,Gives 1 Power Nova Item Card
Power Link Ruby,Triangle,65,Any,Gives 1 Power Link Item Card
Plain Piercing Sapphire +3%,Circle,65,Any,+3 Ice Armor Piercing
Plain Piercing Ruby +3%,Circle,65,Any,+3 Fire Armor Piercing
Plain Piercing Peridot +3%,Circle,65,Any,+3 Myth Armor Piercing
Plain Piercing Onyx +3%,Circle,65,Any,+3 Death Armor Piercing
Plain Piercing Jade +3%,Circle,65,Any,+3 Life Armor Piercing
Plain Piercing Citrine +3%,Circle,65,Any,+3 Balance Armor Piercing
Plain Piercing Amethyst +3%,Circle,65,Any,+3 Storm Armor Piercing
Plain PIP Opal +6%,Triangle,65,Any,+6 Power Pip Chance
Plain Mana Opal +28,Tear,65,Any,+28 Mana
Plain Mana Opal +27,Tear,65,Any,+27 Mana
Plain Mana Opal +26,Tear,65,Any,+26 Mana
Plain Mana Opal +25,Tear,65,Any,+25 Mana
Plain Health Opal +65,Tear,65,Any,+65 Health
Plain Health Opal +64,Tear,65,Any,+64 Health
Plain Health Opal +63,Tear,65,Any,+63 Health
Plain Health Opal +62,Tear,65,Any,+62 Health
Plain Health Opal +61,Tear,65,Any,+61 Health
Plain Health Opal +60,Tear,65,Any,+60 Health
Plain Health Opal +59,Tear,65,Any,+59 Health
Plain Health Opal +58,Tear,65,Any,+58 Health
Plain Health Opal +57,Tear,65,Any,+57 Health
Plain Health Opal +56,Tear,65,Any,+56 Health
Plain Defense Sapphire +32,Square,65,Any,+32 Ice Flat Resistance
Plain Defense Sapphire +31,Square,65,Any,+31 Ice Flat Resistance
Plain Defense Sapphire +30,Square,65,Any,+30 Ice Flat Resistance
Plain Defense Sapphire +29,Square,65,Any,+29 Ice Flat Resistance
Plain Defense Ruby +32,Square,65,Any,+32 Fire Flat Resistance
Plain Defense Ruby +31,Square,65,Any,+31 Fire Flat Resistance
Plain Defense Ruby +30,Square,65,Any,+30 Fire Flat Resistance
Plain Defense Ruby +29,Square,65,Any,+29 Fire Flat Resistance
Plain Defense Peridot +32,Square,65,Any,+32 Myth Flat Resistance
Plain Defense Peridot +31,Square,65,Any,+31 Myth Flat Resistance
Plain Defense Peridot +30,Circle,65,Any,+30 Myth Flat Resistance
Plain Defense Peridot +29,Square,65,Any,+29 Myth Flat Resistance
Plain Defense Opal +16,Square,65,Any,+16 Global Flat Resistance
Plain Defense Opal +15,Square,65,Any,+15 Global Flat Resistance
Plain Defense Onyx +32,Square,65,Any,+32 Death Flat Resistance
Plain Defense Onyx +31,Square,65,Any,+31 Death Flat Resistance
Plain Defense Onyx +30,Square,65,Any,+30 Death Flat Resistance
Plain Defense Onyx +29,Square,65,Any,+29 Death Flat Resistance
Plain Defense Jade +32,Square,65,Any,+32 Life Flat Resistance
Plain Defense Jade +31,Square,65,Any,+31 Life Flat Resistance
Plain Defense Jade +30,Square,65,Any,+30 Life Flat Resistance
Plain Defense Jade +29,Square,65,Any,+29 Life Flat Resistance
Plain Defense Citrine +32,Square,65,Any,+32 Balance Flat Resistance
Plain Defense Citrine +31,Square,65,Any,+31 Balance Flat Resistance
Plain Defense Citrine +30,Square,65,Any,+30 Balance Flat Resistance
Plain Defense Citrine +29,Square,65,Any,+29 Balance Flat Resistance
Plain Defense Amethyst +32,Square,65,Any,+32 Storm Flat Resistance
Plain Defense Amethyst +31,Square,65,Any,+31 Storm Flat Resistance
Plain Defense Amethyst +30,Square,65,Any,+30 Storm Flat Resistance
Plain Defense Amethyst +29,Square,65,Any,+29 Storm Flat Resistance
Plain Damage Sapphire +16,Circle,65,Any,+16 Ice Flat Damage
Plain Damage Sapphire +15,Circle,65,Any,+15 Ice Flat Damage
Plain Damage Ruby +16,Circle,65,Any,+16 Fire Flat Damage
Plain Damage Ruby +15,Circle,65,Any,+15 Fire Flat Damage
Plain Damage Peridot +16,Circle,65,Any,+16 Myth Flat Damage
Plain Damage Peridot +15,Circle,65,Any,+15 Myth Flat Damage
Plain Damage Opal +8,Circle,65,Any,+8 Global Flat Damage
Plain Damage Opal +6,Circle,65,Any,+6 Global Flat Damage
Plain Damage Onyx +16,Circle,65,Any,+16 Death Flat Damage
Plain Damage Onyx +15,Circle,65,Any,+15 Death Flat Damage
Plain Damage Jade +16,Circle,65,Any,+16 Life Flat Damage
Plain Damage Jade +15,Circle,65,Any,+15 Life Flat Damage
Plain Damage Citrine +16,Circle,65,Any,+16 Balance Flat Damage
Plain Damage Citrine +15,Circle,65,Any,+15 Balance Flat Damage
Plain Damage Amethyst +16,Circle,65,Any,+16 Storm Flat Damage
Plain Damage Amethyst +15,Circle,65,Any,+15 Storm Flat Damage
Plain Critical Sapphire +6,Circle,65,Any,+6 Ice Critical Rating
Plain Critical Sapphire +5,Circle,65,Any,+5 Ice Critical Rating
Plain Critical Ruby +6,Circle,65,Any,+6 Fire Critical Rating
Plain Critical Ruby +5,Circle,65,Any,+5 Fire Critical Rating
Plain Critical Peridot +6,Circle,65,Any,+6 Myth Critical Rating
Plain Critical Peridot +5,Circle,65,Any,+5 Myth Critical Rating
Plain Critical Opal +3,Circle,65,Any,+3 Global Critical Rating
Plain Critical Onyx +6,Circle,65,Any,+6 Death Critical Rating
Plain Critical Onyx +5,Circle,65,Any,+5 Death Critical Rating
Plain Critical Jade +6,Circle,65,Any,+6 Life Critical Rating
Plain Critical Jade +5,Circle,65,Any,+5 Life Critical Rating
Plain Critical Citrine +6,Circle,65,Any,+6 Balance Critical Rating
Plain Critical Citrine +5,Circle,65,Any,+5 Balance Critical Rating
Plain Critical Amethyst +6,Circle,65,Any,+6 Storm Critical Rating
Plain Critical Amethyst +5,Circle,65,Any,+5 Storm Critical Rating
Plain Blocking Sapphire +6,Square,65,Any,+6 Ice Critical Block Rating
Plain Blocking Sapphire +5,Square,65,Any,+5 Ice Critical Block Rating
Plain Blocking Ruby +6,Square,65,Any,+6 Fire Critical Block Rating
Plain Blocking Ruby +5,Square,65,Any,+5 Fire Critical Block Rating
Plain Blocking Peridot +6,Square,65,Any,+6 Myth Critical Block Rating
Plain Blocking Peridot +5,Circle,65,Any,+5 Myth Critical Block Rating
Plain Blocking Opal +3,Square,65,Any,+3 Global Critical Block Rating
Plain Blocking Onyx +6,Square,65,Any,+6 Death Critical Block Rating
Plain Blocking Onyx +5,Square,65,Any,+5 Death Critical Block Rating
Plain Blocking Jade +6,Square,65,Any,+6 Life Critical Block Rating
Plain Blocking Jade +5,Square,65,Any,+5 Life Critical Block Rating
Plain Blocking Citrine +6,Square,65,Any,+6 Balance Critical Block Rating
Plain Blocking Citrine +5,Square,65,Any,+5 Balance Critical Block Rating
Plain Blocking Amethyst +6,Square,65,Any,+6 Storm Critical Block Rating
Plain Blocking Amethyst +5,Square,65,Any,+5 Storm Critical Block Rating
Plain Accurate Sapphire +7%,Triangle,65,Any,+7 Ice Accuracy
Plain Accurate Ruby +7%,Triangle,65,Any,+7 Fire Accuracy
Plain Accurate Peridot +7%,Triangle,65,Any,+7 Myth Accuracy
Plain Accurate Onyx +7%,Triangle,65,Any,+7 Death Accuracy
Plain Accurate Jade +7%,Triangle,65,Any,+7 Life Accuracy
Plain Accurate Citrine +7%,Triangle,65,Any,+7 Balance Accuracy
Plain Accurate Amethyst +7%,Triangle,65,Any,+7 Storm Accuracy
Orthrus Peridot,Triangle,65,Any,Gives 1 Orthrus Item Card
Insane Bolt Amethyst,Triangle,65,Any,Gives 1 Insane Bolt Item Card
Infallible Opal,Triangle,65,Any,Gives 1 Infallible Item Card
Giant Opal,Triangle,65,Any,Gives 1 Giant Item Card
Frozen Armor Sapphire,Triangle,65,Any,Gives 1 Frozen Armor Item Card
Frost Giant Sapphire,Triangle,65,Any,Gives 1 Frost Giant Item Card
Fire Dragon Ruby,Triangle,65,Any,Gives 1 Fire Dragon Item Card
Brilliant Light Jade,Triangle,65,Any,Gives 1 Brilliant Light Item Card
Availing Hands Citrine,Triangle,65,Any,Gives 1 Availing Hands Item Card
Accurate Opal,Triangle,65,Any,Gives 1 Accurate Item Card
Vaporize Peridot,Triangle,55,Any,Gives 1 Vaporize Item Card
Unbalance Citrine,Triangle,55,Any,Gives 1 Unbalance Item Card
Strong Opal,Triangle,55,Any,Gives 1 Strong Item Card
Strangle Onyx,Triangle,55,Any,Gives 1 Strangle Item Card
Reshuffle Citrine,Triangle,55,Any,Gives 1 Reshuffle Item Card
Quench Ruby,Triangle,55,Any,Gives 1 Quench Item Card
Melt Sapphire,Triangle,55,Any,Gives 1 Melt Item Card
Mass Storm Prism Amethyst,Triangle,55,Any,Gives 1 Mass Storm Prism Item Card
Mass Myth Prism Peridot,Triangle,55,Any,Gives 1 Mass Myth Prism Item Card
Mass Life Prism Jade,Triangle,55,Any,Gives 1 Mass Life Prism Item Card
Mass Ice Prism Sapphire,Triangle,55,Any,Gives 1 Mass Ice Prism Item Card
Mass Fire Prism Ruby,Triangle,55,Any,Gives 1 Mass Fire Prism Item Card
Mass Death Prism Onyx,Triangle,55,Any,Gives 1 Mass Death Prism Item Card
Keen Eyes Opal,Triangle,55,Any,Gives 1 Keen Eyes Item Card
Fortify Opal,Triangle,55,Any,Gives 1 Fortify Item Card
Entangle Jade,Triangle,55,Any,Gives 1 Entangle Item Card
Dull Resilient Opal +3%,Square,55,Any,+3 Stun Resistance
Dull Piercing Sapphire +2%,Circle,55,Any,+2 Ice Armor Piercing
Dull Piercing Sapphire +1%,Circle,55,Any,+1 Ice Armor Piercing
Dull Piercing Ruby +2%,Circle,55,Any,+2 Fire Armor Piercing
Dull Piercing Ruby +1%,Circle,55,Any,+1 Fire Armor Piercing
Dull Piercing Peridot +2%,Circle,55,Any,+2 Myth Armor Piercing
Dull Piercing Peridot +1%,Circle,55,Any,+1 Myth Armor Piercing
Dull Piercing Opal +1%,Circle,55,Any,+1 Global Armor Piercing
Dull Piercing Onyx +2%,Circle,55,Any,+2 Death Armor Piercing
Dull Piercing Onyx +1%,Circle,55,Any,+1 Death Armor Piercing
Dull Piercing Jade +2%,Circle,55,Any,+2 Life Armor Piercing
Dull Piercing Jade +1%,Circle,55,Any,+1 Life Armor Piercing
Dull Piercing Citrine +2%,Circle,55,Any,+2 Balance Armor Piercing
Dull Piercing Citrine +1%,Circle,55,Any,+1 Balance Armor Piercing
Dull Piercing Amethyst +2%,Circle,55,Any,+2 Storm Armor Piercing
Dull Piercing Amethyst +1%,Circle,55,Any,+1 Storm Armor Piercing
Dull PIP Opal +5%,Triangle,55,Any,+5 Power Pip Chance
Dull Mending Opal +3%,Circle,55,Any,+3 Outgoing Healing
Dull Mana Opal +24,Tear,55,Any,+24 Mana
Dull Mana Opal +23,Tear,55,Any,+23 Mana
Dull Mana Opal +22,Tear,55,Any,+22 Mana
Dull Mana Opal +21,Tear,55,Any,+21 Mana
Dull Health Opal +55,Tear,55,Any,+55 Health
Dull Health Opal +54,Tear,55,Any,+54 Health
Dull Health Opal +53,Tear,55,Any,+53 Health
Dull Health Opal +52,Tear,55,Any,+52 Health
Dull Health Opal +51,Tear,55,Any,+51 Health
Dull Health Opal +50,Tear,55,Any,+50 Health
Dull Health Opal +49,Tear,55,Any,+49 Health
Dull Health Opal +48,Tear,55,Any,+48 Health
Dull Health Opal +47,Tear,55,Any,+47 Health
Dull Health Opal +46,Tear,55,Any,+46 Health
Dull Healing Opal +3%,Square,55,Any,+3 Incoming Healing
Dull Defense Sapphire +28,Square,55,Any,+28 Ice Flat Resistance
Dull Defense Sapphire +27,Square,55,Any,+27 Ice Flat Resistance
Dull Defense Sapphire +26,Square,55,Any,+26 Ice Flat Resistance
Dull Defense Sapphire +25,Square,55,Any,+25 Ice Flat Resistance
Dull Defense Ruby +28,Square,55,Any,+28 Fire Flat Resistance
Dull Defense Ruby +27,Square,55,Any,+27 Fire Flat Resistance
Dull Defense Ruby +26,Square,55,Any,+26 Fire Flat Resistance
Dull Defense Ruby +25,Square,55,Any,+25 Fire Flat Resistance
Dull Defense Peridot +28,Square,55,Any,+28 Myth Flat Resistance
Dull Defense Peridot +27,Square,55,Any,+27 Myth Flat Resistance
Dull Defense Peridot +26,Square,55,Any,+26 Myth Flat Resistance
Dull Defense Peridot +25,Square,55,Any,+25 Myth Flat Resistance
Dull Defense Opal +14,Square,55,Any,+14 Global Flat Resistance
Dull Defense Opal +13,Square,55,Any,+13 Global Flat Resistance
Dull Defense Onyx +28,Square,55,Any,+28 Death Flat Resistance
Dull Defense Onyx +27,Square,55,Any,+27 Death Flat Resistance
Dull Defense Onyx +26,Square,55,Any,+26 Death Flat Resistance
Dull Defense Onyx +25,Square,55,Any,+25 Death Flat Resistance
Dull Defense Jade +28,Square,55,Any,+28 Life Flat Resistance
Dull Defense Jade +27,Square,55,Any,+27 Life Flat Resistance
Dull Defense Jade +26,Square,55,Any,+26 Life Flat Resistance
Dull Defense Jade +25,Square,55,Any,+25 Life Flat Resistance
Dull Defense Citrine +28,Square,55,Any,+28 Balance Flat Resistance
Dull Defense Citrine +27,Square,55,Any,+27 Balance Flat Resistance
Dull Defense Citrine +26,Square,55,Any,+26 Balance Flat Resistance
Dull Defense Citrine +25,Square,55,Any,+25 Balance Flat Resistance
Dull Defense Amethyst +28,Square,55,Any,+28 Storm Flat Resistance
Dull Defense Amethyst +27,Square,55,Any,+27 Storm Flat Resistance
Dull Defense Amethyst +26,Square,55,Any,+26 Storm Flat Resistance
Dull Defense Amethyst +25,Square,55,Any,+25 Storm Flat Resistance
Dull Damage Sapphire +14,Circle,55,Any,+14 Ice Flat Damage
Dull Damage Sapphire +13,Circle,55,Any,+13 Ice Flat Damage
Dull Damage Ruby +14,Circle,55,Any,+14 Fire Flat Damage
Dull Damage Ruby +13,Circle,55,Any,+13 Fire Flat Damage
Dull Damage Peridot +14,Circle,55,Any,+14 Myth Flat Damage
Dull Damage Peridot +13,Circle,55,Any,+13 Myth Flat Damage
Dull Damage Opal +7,Circle,55,Any,+7 Global Flat Damage
Dull Damage Opal +5,Circle,55,Any,+5 Global Flat Damage
Dull Damage Onyx +14,Circle,55,Any,+14 Death Flat Damage
Dull Damage Onyx +13,Circle,55,Any,+13 Death Flat Damage
Dull Damage Jade +14,Circle,55,Any,+14 Life Flat Damage
Dull Damage Jade +13,Circle,55,Any,+13 Life Flat Damage
Dull Damage Citrine +14,Circle,55,Any,+14 Balance Flat Damage
Dull Damage Citrine +13,Circle,55,Any,+13 Balance Flat Damage
Dull Damage Amethyst +14,Circle,55,Any,+14 Storm Flat Damage
Dull Damage Amethyst +13,Circle,55,Any,+13 Storm Flat Damage
Dull Critical Sapphire +4,Circle,55,Any,+4 Ice Critical Rating
Dull Critical Sapphire +3,Circle,55,Any,+3 Ice Critical Rating
Dull Critical Sapphire +2,Circle,55,Any,+2 Ice Critical Rating
Dull Critical Ruby +4,Circle,55,Any,+4 Fire Critical Rating
Dull Critical Ruby +3,Circle,55,Any,+3 Fire Critical Rating
Dull Critical Ruby +2,Circle,55,Any,+2 Fire Critical Rating
Dull Critical Peridot +4,Circle,55,Any,+4 Myth Critical Rating
Dull Critical Peridot +3,Circle,55,Any,+3 Myth Critical Rating
Dull Critical Peridot +2,Circle,55,Any,+2 Myth Critical Rating
Dull Critical Opal +2,Circle,55,Any,+2 Global Critical Rating
Dull Critical Opal +1,Circle,55,Any,+1 Global Critical Rating
Dull Critical Onyx +4,Circle,55,Any,+4 Death Critical Rating
Dull Critical Onyx +3,Circle,55,Any,+3 Death Critical Rating
Dull Critical Onyx +2,Circle,55,Any,+2 Death Critical Rating
Dull Critical Jade +5,Circle,55,Any,+5 Life Critical Rating
Dull Critical Jade +4,Circle,55,Any,+4 Life Critical Rating
Dull Critical Jade +3,Circle,55,Any,+3 Life Critical Rating
Dull Critical Jade +2,Circle,55,Any,+2 Life Critical Rating
Dull Critical Citrine +4,Circle,55,Any,+4 Balance Critical Rating
Dull Critical Citrine +3,Circle,55,Any,+3 Balance Critical Rating
Dull Critical Citrine +2,Circle,55,Any,+2 Balance Critical Rating
Dull Critical Amethyst +4,Circle,55,Any,+4 Storm Critical Rating
Dull Critical Amethyst +3,Circle,55,Any,+3 Storm Critical Rating
Dull Critical Amethyst +2,Circle,55,Any,+2 Storm Critical Rating
Dull Blocking Sapphire +4,Square,55,Any,+4 Ice Critical Block Rating
Dull Blocking Sapphire +3,Square,55,Any,+3 Ice Critical Block Rating
Dull Blocking Sapphire +2,Square,55,Any,+2 Ice Critical Block Rating
Dull Blocking Ruby +4,Square,55,Any,+4 Fire Critical Block Rating
Dull Blocking Ruby +3,Square,55,Any,+3 Fire Critical Block Rating
Dull Blocking Ruby +2,Square,55,Any,+2 Fire Critical Block Rating
Dull Blocking Peridot +4,Square,55,Any,+4 Myth Critical Block Rating
Dull Blocking Peridot +3,Square,55,Any,+3 Myth Critical Block Rating
Dull Blocking Peridot +2,Square,55,Any,+2 Myth Critical Block Rating
Dull Blocking Opal +2,Square,55,Any,+2 Global Critical Block Rating
Dull Blocking Opal +1,Square,55,Any,+1 Global Critical Block Rating
Dull Blocking Onyx +4,Square,55,Any,+4 Death Critical Block Rating
Dull Blocking Onyx +3,Square,55,Any,+3 Death Critical Block Rating
Dull Blocking Onyx +2,Square,55,Any,+2 Death Critical Block Rating
Dull Blocking Jade +4,Square,55,Any,+4 Life Critical Block Rating
Dull Blocking Jade +3,Square,55,Any,+3 Life Critical Block Rating
Dull Blocking Jade +2,Square,55,Any,+2 Life Critical Block Rating
Dull Blocking Citrine +4,Square,55,Any,+4 Balance Critical Block Rating
Dull Blocking Citrine +3,Square,55,Any,+3 Balance Critical Block Rating
Dull Blocking Citrine +2,Square,55,Any,+2 Balance Critical Block Rating
Dull Blocking Amethyst +4,Square,55,Any,+4 Storm Critical Block Rating
Dull Blocking Amethyst +3,Square,55,Any,+3 Storm Critical Block Rating
Dull Blocking Amethyst +2,Square,55,Any,+2 Storm Critical Block Rating
Dull Accurate Sapphire +6%,Triangle,55,Any,+6 Ice Accuracy
Dull Accurate Ruby +6%,Triangle,55,Any,+6 Fire Accuracy
Dull Accurate Peridot +6%,Triangle,55,Any,+6 Myth Accuracy
Dull Accurate Opal +3%,Triangle,55,Any,+3 Global Accuracy
Dull Accurate Onyx +6%,Triangle,55,Any,+6 Death Accuracy
Dull Accurate Jade +6%,Triangle,55,Any,+6 Life Accuracy
Dull Accurate Citrine +6%,Triangle,55,Any,+6 Balance Accuracy
Dull Accurate Amethyst +6%,Triangle,55,Any,+6 Storm Accuracy
Dissipate Amethyst,Triangle,55,Any,Gives 1 Dissipate Item Card
Amplify Opal,Triangle,55,Any,Gives 1 Amplify Item Card
Wraith Onyx,Triangle,45,Any,Gives 1 Wraith Item Card
Stormzilla Amethyst,Triangle,45,Any,Gives 1 Stormzilla Item Card
Sanctuary Jade,Triangle,45,Any,Gives 1 Sanctuary Item Card
Phoenix Ruby,Triangle,45,Any,Gives 1 Phoenix Item Card
Minotaur Peridot,Triangle,45,Any,Gives 1 Minotaur Item Card
Hydra Citrine,Triangle,45,Any,Gives 1 Hydra Item Card
Helephant Ruby,Triangle,45,Any,Gives 1 Helephant Item Card
Earthquake Peridot,Triangle,45,Any,Gives 1 Earthquake Item Card
Doom and Gloom Onyx,Triangle,45,Any,Gives 1 Doom and Gloom Item Card
Donate Power Citrine,Triangle,45,Any,Gives 1 Donate Power Item Card
Darkwind Amethyst,Triangle,45,Any,Gives 1 Darkwind Item Card
Colossus Sapphire,Triangle,45,Any,Gives 1 Colossus Item Card
Centaur Jade,Triangle,45,Any,Gives 1 Centaur Item Card
Blemished PIP Opal +4%,Triangle,45,Any,+4 Power Pip Chance
Blemished Mana Opal +20,Tear,45,Any,+20 Mana
Blemished Mana Opal +19,Tear,45,Any,+19 Mana
Blemished Mana Opal +18,Tear,45,Any,+18 Mana
Blemished Mana Opal +17,Tear,45,Any,+17 Mana
Blemished Health Opal +45,Tear,45,Any,+45 Health
Blemished Health Opal +44,Tear,45,Any,+44 Health
Blemished Health Opal +43,Tear,45,Any,+43 Health
Blemished Health Opal +42,Tear,45,Any,+42 Health
Blemished Health Opal +41,Tear,45,Any,+41 Health
Blemished Health Opal +40,Tear,45,Any,+40 Health
Blemished Health Opal +39,Tear,45,Any,+39 Health
Blemished Health Opal +38,Tear,45,Any,+38 Health
Blemished Health Opal +37,Tear,45,Any,+37 Health
Blemished Health Opal +36,Tear,45,Any,+36 Health
Blemished Defense Sapphire +24,Square,45,Any,+24 Ice Flat Resistance
Blemished Defense Sapphire +23,Square,45,Any,+23 Ice Flat Resistance
Blemished Defense Sapphire +22,Square,45,Any,+22 Ice Flat Resistance
Blemished Defense Sapphire +21,Square,45,Any,+21 Ice Flat Resistance
